Title,推噓數,Author,Url,Date
[情報] 00830國泰費城半導體 擬分配收益9元,56,DrowningPool,https://www.ptt.cc/bbs/Stock/M.1767423250.A.194.html,1/03
[新聞] 快訊／委內瑞拉首都深夜「連傳爆炸巨響」,45,zkow,https://www.ptt.cc/bbs/Stock/M.1767423386.A.B53.html,1/03
Re: [標的] 2330 台積電 空方加碼,14,ganninian,https://www.ptt.cc/bbs/Stock/M.1767425719.A.B91.html,1/03
[新聞] 記憶體晶片飆漲 消費電子產品價格今年最,36,empliu,https://www.ptt.cc/bbs/Stock/M.1767425830.A.4FD.html,1/03
[新聞] 快訊／美媒曝「川普下令空襲」！委內瑞拉,爆,zkow,https://www.ptt.cc/bbs/Stock/M.1767427263.A.9D8.html,1/03
[情報] 3135凌航 自結11月 EPS2.03,9,wl3u04o4,https://www.ptt.cc/bbs/Stock/M.1767427510.A.342.html,1/03
[標的] 0052/2330二選一,40,AC86,https://www.ptt.cc/bbs/Stock/M.1767429613.A.FAB.html,1/03
[新聞] 拒絕餐飲統戰4》台股餐飲卡好賺 利潤薪資,38,ChanHoPark,https://www.ptt.cc/bbs/Stock/M.1767430242.A.AE4.html,1/03
[新聞] 美國對委內瑞拉發動攻擊　川普稱已逮獲馬,爆,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1767434241.A.D1A.html,1/03
[心得] 大叔空蛙年報,19,Roger5566,https://www.ptt.cc/bbs/Stock/M.1767437736.A.AFC.html,1/03
[新聞] 1美元換140萬里亞爾！伊朗貨幣崩盤引爆民,46,Su22,https://www.ptt.cc/bbs/Stock/M.1767441359.A.B62.html,1/03
[新聞] 回應退出手機市場傳聞，華碩：今年沒有 Z,73,ctfjuw,https://www.ptt.cc/bbs/Stock/M.1767353982.A.3B4.html,1/02
[請益] 奈米資金美股新手請益,28,BohemNo3,https://www.ptt.cc/bbs/Stock/M.1767355712.A.B54.html,1/02
[情報] 0102 上市櫃外資投信買超金額排行,2,steveisaman,https://www.ptt.cc/bbs/Stock/M.1767359120.A.CF2.html,1/02
[心得] 2025年 27歲自組ETF瞎忙一年,37,LbXM1027,https://www.ptt.cc/bbs/Stock/M.1767359983.A.2DA.html,1/02
[情報] 0102 上市櫃股票週轉率排行,0,steveisaman,https://www.ptt.cc/bbs/Stock/M.1767360257.A.917.html,1/02
[情報] 115年01月02日信用交易統計,38,steward135,https://www.ptt.cc/bbs/Stock/M.1767360874.A.B28.html,1/02
[標的] 記憶體 羊宮妃那多,81,rz2x,https://www.ptt.cc/bbs/Stock/M.1767360901.A.907.html,1/02
[新聞] 200元只是起點？南亞科飆破天價 專家預,40,YU1225,https://www.ptt.cc/bbs/Stock/M.1767361988.A.978.html,1/02
[標的] 6707富基電通(威剛第二.低檔起漲) 多,43,tw00053142,https://www.ptt.cc/bbs/Stock/M.1767362919.A.D67.html,1/02
[請益] 0050 2330分批進場請益,56,jay412210,https://www.ptt.cc/bbs/Stock/M.1767364113.A.57F.html,1/02
[新聞] 打臉文！中國拼出EUV原型機大突破？ ASML,26,Su22,https://www.ptt.cc/bbs/Stock/M.1767366118.A.717.html,1/02
[新聞] 2026年開紅盤！科技股領軍衝鋒 台積電ADR,34,humbler,https://www.ptt.cc/bbs/Stock/M.1767366216.A.456.html,1/02
[請益] 為什麼券商app的資訊和其他網頁不同,2,RaY4451,https://www.ptt.cc/bbs/Stock/M.1767368767.A.F5C.html,1/02
[情報] 2026 記憶體價格第一報 漲,63,rz2x,https://www.ptt.cc/bbs/Stock/M.1767369803.A.BC2.html,1/03
[新聞] TrendForce集邦諮詢：三星暫停產品線生,19,lPla,https://www.ptt.cc/bbs/Stock/M.1767373193.A.8FE.html,1/03
"[新聞] 無薪假微增至7,371人 金屬機電工業5,140",32,Sinreigensou,https://www.ptt.cc/bbs/Stock/M.1767395888.A.6F7.html,1/03
[標的] 台積佔比越高，正二越能贏過台積？,15,tpta45855,https://www.ptt.cc/bbs/Stock/M.1767402008.A.748.html,1/03
Re: [標的] 納指多,8,junior020486,https://www.ptt.cc/bbs/Stock/M.1767402439.A.4E4.html,1/03
Re: [請益] 0050 2330分批進場請益,17,Gazooli,https://www.ptt.cc/bbs/Stock/M.1767402747.A.3AE.html,1/03
[情報] 115年01月02日 三大法人買賣金額統計表,53,coconing,https://www.ptt.cc/bbs/Stock/M.1767337436.A.576.html,1/02
[心得] 41歲月光族大叔 2025年美股投資年報,8,gorillaz1,https://www.ptt.cc/bbs/Stock/M.1767337658.A.FCC.html,1/02
[新聞] 十銓自結114年11月合併獲利3.14億元，每,31,win8719,https://www.ptt.cc/bbs/Stock/M.1767337930.A.95D.html,1/02
[標的] 財經之神游庭皓背書的00757 跌落神壇？,62,Schopenhauer,https://www.ptt.cc/bbs/Stock/M.1767338592.A.2CA.html,1/02
[新聞] 晶豪科 114年12月營收21.71億、年增107.8,20,win8719,https://www.ptt.cc/bbs/Stock/M.1767340364.A.406.html,1/02
[情報] 0050 2026年1月配息1元,43,jack801016,https://www.ptt.cc/bbs/Stock/M.1767340386.A.27F.html,1/02
[新聞] 焦點股》晶豪科：記憶體漲不停 連拉第3,5,YU1225,https://www.ptt.cc/bbs/Stock/M.1767340557.A.12B.html,1/02
[新聞] 台美關稅農曆年前有結果？經長龔明鑫回,50,burlroof,https://www.ptt.cc/bbs/Stock/M.1767340650.A.69B.html,1/02
[情報] 0056 2026年1月配息0.866元,39,jack801016,https://www.ptt.cc/bbs/Stock/M.1767340848.A.0E0.html,1/02
Re: [新聞] 十銓自結114年11月合併獲利3.14億元，每,17,scotthsiung,https://www.ptt.cc/bbs/Stock/M.1767341714.A.FC2.html,1/02
[情報] 0102 上市外資買賣超排行,81,saber50116,https://www.ptt.cc/bbs/Stock/M.1767341727.A.FD4.html,1/02
[新聞] 「如果不做 K 書中心，我一個客人都留不,爆,empliu,https://www.ptt.cc/bbs/Stock/M.1767342529.A.8AA.html,1/02
[情報] 00858 115/01/20預計除息1.4元,7,q1a1,https://www.ptt.cc/bbs/Stock/M.1767345782.A.02C.html,1/02
[情報] 3308 聯德 11月自結 0.28 目前連3漲停,2,q1a1,https://www.ptt.cc/bbs/Stock/M.1767346570.A.812.html,1/02
[標的] 6108.TW 競國 記憶體模組板 多,8,kevin10449,https://www.ptt.cc/bbs/Stock/M.1767347150.A.227.html,1/02
[新聞] 鴻海大啖AI新肥單？傳OpenAI硬體快問世,44,TCB006,https://www.ptt.cc/bbs/Stock/M.1767349174.A.BC9.html,1/02
Re: [標的] 6108.TW 競國 記憶體模組板 多,6,NASDAQQ,https://www.ptt.cc/bbs/Stock/M.1767350554.A.3A1.html,1/02
"[情報] 2323 中環 賣緯創 賺5,412,899元",8,q1a1,https://www.ptt.cc/bbs/Stock/M.1767351477.A.CFB.html,1/02
[新聞] 台股2026第一天就創新高收29349.81點,55,keel90135,https://www.ptt.cc/bbs/Stock/M.1767353276.A.FB9.html,1/02
[新聞] 兆元宴要來了！傳黃仁勳31日宴請供應鏈、,17,diefishfish,https://www.ptt.cc/bbs/Stock/M.1767320894.A.A4A.html,1/02
Re: [標的] 3006 晶豪科 第三根漲停板,0,YU1225,https://www.ptt.cc/bbs/Stock/M.1767321713.A.CED.html,1/02
[新聞] 電網商機千億 線纜業利多 華榮、大亞等廠,7,haiduc,https://www.ptt.cc/bbs/Stock/M.1767321773.A.6E1.html,1/02
Re: [標的] 昶昕8438開始動了,6,shadowcloud,https://www.ptt.cc/bbs/Stock/M.1767322719.A.BCD.html,1/02
Re: [標的] 大盤 大小奶多,4,jacktypetlan,https://www.ptt.cc/bbs/Stock/M.1767322901.A.82B.html,1/02
[心得] 投資建議記得只下單交易量大的標的,22,bdxpq,https://www.ptt.cc/bbs/Stock/M.1767323776.A.AF6.html,1/02
[心得] 28歲2025年報,2,bayline,https://www.ptt.cc/bbs/Stock/M.1767323947.A.5FA.html,1/02
[心得] 30歲的十年投資心得,爆,louis960126,https://www.ptt.cc/bbs/Stock/M.1767324025.A.504.html,1/02
[新聞] 勞動基金114年1至11月賺9762億元　收益率,88,ChanHoPark,https://www.ptt.cc/bbs/Stock/M.1767324271.A.B93.html,1/02
[新聞] 記憶體大漲紅圖！華邦電、旺宏放量噴漲,31,YU1225,https://www.ptt.cc/bbs/Stock/M.1767327566.A.931.html,1/02
[標的] 捷敏6525 多,9,twobrother20,https://www.ptt.cc/bbs/Stock/M.1767328021.A.B31.html,1/02
Re: [標的] [標的] 0052 討論,6,onekoni,https://www.ptt.cc/bbs/Stock/M.1767330221.A.28F.html,1/02
[閒聊] 2026/01/02 盤後閒聊,56,laptic,https://www.ptt.cc/bbs/Stock/M.1767333614.A.F4D.html,1/02
Re: [心得] 幫國二的女兒存股年報（2025）,84,lightshade,https://www.ptt.cc/bbs/Stock/M.1767333715.A.892.html,1/02
[情報] 3260威剛 自結11月 EPS 4.05,63,sayforever69,https://www.ptt.cc/bbs/Stock/M.1767335963.A.5C6.html,1/02
[新聞] HBM4獲客戶高度肯定 三星高喊：晶圓代工,13,madeinheaven,https://www.ptt.cc/bbs/Stock/M.1767336829.A.143.html,1/02
[情報] 0102 上市投信買賣超排行,32,saber50116,https://www.ptt.cc/bbs/Stock/M.1767337070.A.683.html,1/02
Re: [心得] 台積電下莊,X1,shu2001,https://www.ptt.cc/bbs/Stock/M.1767337120.A.C08.html,1/02
[請益] 股票基金建議,5,right2011,https://www.ptt.cc/bbs/Stock/M.1767277260.A.538.html,1/01
[請益] 現在投資日本股市還是好時機嗎？,17,Xration,https://www.ptt.cc/bbs/Stock/M.1767277656.A.8CB.html,1/01
[心得] 高二生的年報,47,hihong2004,https://www.ptt.cc/bbs/Stock/M.1767277902.A.548.html,1/01
[心得] 真小資 2025 賠錢年報,14,sharpig,https://www.ptt.cc/bbs/Stock/M.1767278161.A.754.html,1/01
[請益] 自組市值型ETF好不好？,25,hbkgod619,https://www.ptt.cc/bbs/Stock/M.1767280417.A.ABD.html,1/01
[新聞] 杜紫宸曾喊「若禁中資，IC業2025會消失」,1,Su22,https://www.ptt.cc/bbs/Stock/M.1767281974.A.C2F.html,1/01
Re: [心得] 幫國二的女兒存股年報（2025）,2,QQQwe,https://www.ptt.cc/bbs/Stock/M.1767286768.A.618.html,1/02
[心得] 國三兒子的資產負債表,6,september02,https://www.ptt.cc/bbs/Stock/M.1767288303.A.675.html,1/02
[心得]  低收入家庭之大學生遲來的年報,31,kiwi3741722,https://www.ptt.cc/bbs/Stock/M.1767289480.A.C6C.html,1/02
[心得] 2025美股年報,2,zmcx16,https://www.ptt.cc/bbs/Stock/M.1767292392.A.C5A.html,1/02
Re: [標的] 選一檔all in放到2026年底 - NVDA MU TSM AVGO,爆,a000000000,https://www.ptt.cc/bbs/Stock/M.1767292529.A.673.html,1/02
[心得] 2025年全家年報,8,adenaden01,https://www.ptt.cc/bbs/Stock/M.1767294195.A.CE0.html,1/02
[心得] 2025雙胞胎年報,21,gswang,https://www.ptt.cc/bbs/Stock/M.1767299330.A.ED9.html,1/02
[新聞] 曾喊「禁中資IC業2025會消失」！杜紫宸最,36,ttucse,https://www.ptt.cc/bbs/Stock/M.1767299666.A.5FA.html,1/02
[閒聊] 2026/01/02 盤中閒聊,99,laptic,https://www.ptt.cc/bbs/Stock/M.1767313809.A.2B7.html,1/02
[新聞] 券商公會達共識 不受理買入中國軍工股,19,brbear,https://www.ptt.cc/bbs/Stock/M.1767315308.A.1AD.html,1/02
Re: [心得] 幫國二的女兒存股年報（2025）,爆,zhunhantsai,https://www.ptt.cc/bbs/Stock/M.1767316626.A.B0D.html,1/02
[新聞] 晶豪科11月每股賺0.92元,14,win8719,https://www.ptt.cc/bbs/Stock/M.1767317245.A.CF8.html,1/02
Re: [標的] 選一檔all in放到2026年底 - NVDA MU TSM AVGO,29,waitrop,https://www.ptt.cc/bbs/Stock/M.1767319005.A.EEE.html,1/02
[請益] 處置股該如何操作？,9,mh0092001,https://www.ptt.cc/bbs/Stock/M.1767319973.A.29C.html,1/02
[請益]  2026資產配置現況 & 調動建議,15,morningleee,https://www.ptt.cc/bbs/Stock/M.1767246717.A.EBC.html,1/01
[心得] 2025年存股年報 (滿三年),8,DualKing,https://www.ptt.cc/bbs/Stock/M.1767249208.A.556.html,1/01
[心得] 生涯報酬率(滿10.5年),10,DNSKHY,https://www.ptt.cc/bbs/Stock/M.1767251889.A.3E8.html,1/01
[新聞] 群創獲SpaceX訂單股價飆4年高點　大股東,46,nisi0773,https://www.ptt.cc/bbs/Stock/M.1767252687.A.4DC.html,1/01
[心得] 2025 年報 - 挑戰不可能,爆,iamfatfat,https://www.ptt.cc/bbs/Stock/M.1767254361.A.8D7.html,1/01
[心得] 2003~2025台股大盤報酬率,25,csjan,https://www.ptt.cc/bbs/Stock/M.1767254927.A.B51.html,1/01
[請益] 能把歷史數據當策略嗎？,28,mos3491948,https://www.ptt.cc/bbs/Stock/M.1767257490.A.F35.html,1/01
[心得] 2025年報,9,Redbeansauce,https://www.ptt.cc/bbs/Stock/M.1767257548.A.4D0.html,1/01
Re: [請益] 能把歷史數據當策略嗎？,20,ntpcgov,https://www.ptt.cc/bbs/Stock/M.1767258504.A.666.html,1/01
[新聞] 三星 HBM4 傳在 Google TPU 驗證中奪冠、,17,madeinheaven,https://www.ptt.cc/bbs/Stock/M.1767263785.A.8A6.html,1/01
[心得] 2025七歲女兒存股年報（滿6年）,10,shudies,https://www.ptt.cc/bbs/Stock/M.1767265108.A.77D.html,1/01
[新聞] 機器人、矽光子都淘汰！00915成分股大,12,tedcat,https://www.ptt.cc/bbs/Stock/M.1767265418.A.7B8.html,1/01
Re: [請益] 黃金白銀我已經有點看不懂了,9,fatalabc,https://www.ptt.cc/bbs/Stock/M.1767265852.A.397.html,1/01
[創作] 漫畫《大時代 2025：瘋鎖前線》,12,LinusChen62,https://www.ptt.cc/bbs/Stock/M.1767267221.A.6FB.html,1/01
[心得] 2025年報 記憶王2.0,24,meowmeowgo,https://www.ptt.cc/bbs/Stock/M.1767272259.A.336.html,1/01
[新聞] 小摩：華邦電受惠DRAM前景改善 目標價從7,23,nisi0773,https://www.ptt.cc/bbs/Stock/M.1767273117.A.207.html,1/01
[心得] 公務員小資奈米年報（文長）,11,freekayikid,https://www.ptt.cc/bbs/Stock/M.1767273209.A.045.html,1/01
[心得] 幫國二的女兒存股年報（2025）,15,alennboy,https://www.ptt.cc/bbs/Stock/M.1767273827.A.820.html,1/01
[新聞] 大賣空本尊：特斯拉市值荒謬 但他沒做空,37,hvariables,https://www.ptt.cc/bbs/Stock/M.1767275770.A.4A7.html,1/01
[請益] 去年(2025)有超過6成的股票是下跌的？,43,missucrystal,https://www.ptt.cc/bbs/Stock/M.1767277129.A.AC1.html,1/01
[心得] 2025先衰後盛 反敗為勝,5,TrRosenthal,https://www.ptt.cc/bbs/Stock/M.1767197537.A.5DD.html,1/01
[心得]2025年報,10,kjshu,https://www.ptt.cc/bbs/Stock/M.1767201791.A.E50.html,1/01
[心得] 2025 台積仔跟期貨心得,12,bookway,https://www.ptt.cc/bbs/Stock/M.1767203753.A.ECB.html,1/01
[心得] 2025 起飛年報,5,benjo,https://www.ptt.cc/bbs/Stock/M.1767205179.A.B8A.html,1/01
[心得] 2025奈米槓桿年報,7,MindYours,https://www.ptt.cc/bbs/Stock/M.1767206436.A.75C.html,1/01
[心得] 訊號來了溫腥提示之寒冬將至,63,mike110100,https://www.ptt.cc/bbs/Stock/M.1767223326.A.27C.html,1/01
[心得] 2025年報-台企銀停損換股,10,lifeguard,https://www.ptt.cc/bbs/Stock/M.1767227409.A.869.html,1/01
[心得] 2025年報,5,lelena,https://www.ptt.cc/bbs/Stock/M.1767230499.A.11C.html,1/01
[心得] 2025 奈米納指仔年報,2,aspirev3,https://www.ptt.cc/bbs/Stock/M.1767234918.A.7F2.html,1/01
[心得] 2025社畜工程師年報,7,jcdmcd7859,https://www.ptt.cc/bbs/Stock/M.1767235426.A.269.html,1/01
[心得] 2025美股+兒子帳戶年報,1,birdlover,https://www.ptt.cc/bbs/Stock/M.1767236047.A.662.html,1/01
"[請益] 各位開槓桿的,怎麼面臨作錯時大賠的壓力?",53,ilanese,https://www.ptt.cc/bbs/Stock/M.1767236214.A.67D.html,1/01
[心得] 2025年報,6,CORYCHAN,https://www.ptt.cc/bbs/Stock/M.1767236466.A.00B.html,1/01
[新聞] 台股大盤漲基層無感 雞腿便當130…帳單,96,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1767238995.A.DA0.html,1/01
Re: [請益] 被動收入24萬/年有人達到過嗎,26,mico409,https://www.ptt.cc/bbs/Stock/M.1767240953.A.30F.html,1/01
[心得] 2025 年報,9,aling1205,https://www.ptt.cc/bbs/Stock/M.1767241565.A.366.html,1/01
[心得] 2歲屁孩 2025 年報,14,LiamTiger,https://www.ptt.cc/bbs/Stock/M.1767243671.A.7E0.html,1/01
Re: [新聞] 台股大盤漲基層無感 雞腿便當130…帳單,35,onekoni,https://www.ptt.cc/bbs/Stock/M.1767246414.A.475.html,1/01
[情報] 114年12月31日信用交易統計,17,steward135,https://www.ptt.cc/bbs/Stock/M.1767189004.A.037.html,12/31
[心得] 2025 年報小賺,5,fishman5566,https://www.ptt.cc/bbs/Stock/M.1767189012.A.44C.html,12/31
[新聞] 中國貿易順差創新高 中媒：部分地方涉購,7,Su22,https://www.ptt.cc/bbs/Stock/M.1767189493.A.F85.html,12/31
[心得] 2025台股年報,5,jinhouse123,https://www.ptt.cc/bbs/Stock/M.1767189560.A.70D.html,12/31
[新聞] 外資全年賣超5995億…唯獨買超這檔逾74萬,2,haiduc,https://www.ptt.cc/bbs/Stock/M.1767189716.A.618.html,12/31
[心得] 2025三寶年報,4,greatwu,https://www.ptt.cc/bbs/Stock/M.1767189745.A.E81.html,12/31
[心得] 36歲 投資十年 第一年槓桿,41,pupu5877,https://www.ptt.cc/bbs/Stock/M.1767189925.A.AB9.html,12/31
[心得] 一位疊場仔的告白(2025年報),9,StevenTang,https://www.ptt.cc/bbs/Stock/M.1767190062.A.6D7.html,12/31
[心得] 2025期貨總結「台O電」信仰之路,16,happylinadog,https://www.ptt.cc/bbs/Stock/M.1767190338.A.577.html,12/31
[情報] 1231 上市櫃外資投信買超金額排行,1,steveisaman,https://www.ptt.cc/bbs/Stock/M.1767191634.A.F51.html,12/31
[情報] 1231 上市櫃股票週轉率排行,1,steveisaman,https://www.ptt.cc/bbs/Stock/M.1767192000.A.02E.html,12/31
[心得] 2025年報 專業(失業)投資人的第4年,43,mytropicfish,https://www.ptt.cc/bbs/Stock/M.1767192032.A.3C6.html,12/31
[心得] 2025 女兒帳戶個股大盤,1,a01030202,https://www.ptt.cc/bbs/Stock/M.1767192633.A.CE9.html,12/31
[新聞] 「股價從170元跌到30元！」築間董事長,74,keel90135,https://www.ptt.cc/bbs/Stock/M.1767193514.A.523.html,12/31
[心得] 2025年報,7,Maxslack,https://www.ptt.cc/bbs/Stock/M.1767193716.A.798.html,12/31
[心得] 沒研究股票，也懶得看，但賺錢了,31,malum1730,https://www.ptt.cc/bbs/Stock/M.1767194276.A.187.html,12/31
[心得] 2025小韭菜年報,1,Specialt,https://www.ptt.cc/bbs/Stock/M.1767194990.A.D7A.html,12/31
[新聞] 2025年封關 國內股民平均每人大賺83.5萬,52,Su22,https://www.ptt.cc/bbs/Stock/M.1767195214.A.23D.html,12/31
[心得] 2025 30歲奈米戶年報,7,chun0107,https://www.ptt.cc/bbs/Stock/M.1767196794.A.0F7.html,12/31
[心得] 3歲兒子的奈奈奈米年報,10,lives084773,https://www.ptt.cc/bbs/Stock/M.1767176020.A.D11.html,12/31
[心得] 女兒比爸爸報酬率高的年報,25,fu6cj84,https://www.ptt.cc/bbs/Stock/M.1767176648.A.188.html,12/31
[心得] 精子的年報（小小賠）,6,dennis50253,https://www.ptt.cc/bbs/Stock/M.1767180286.A.70D.html,12/31
[心得] 美服木牌刺客爆擊流年報,38,mrp,https://www.ptt.cc/bbs/Stock/M.1767180306.A.F63.html,12/31
[心得] 2025營業員小孩存股紀錄3&5歲,8,waterox,https://www.ptt.cc/bbs/Stock/M.1767180622.A.E8F.html,12/31
[標的] 正二 00631L/00675L/00685L 對比,28,rebel,https://www.ptt.cc/bbs/Stock/M.1767180874.A.832.html,12/31
[心得] 2025小朋友的帳戶分享,7,goodnigh,https://www.ptt.cc/bbs/Stock/M.1767181867.A.8F0.html,12/31
[新聞] 提早預警AI要搶你飯碗！大摩：5年內、歐,5,doozia,https://www.ptt.cc/bbs/Stock/M.1767182889.A.801.html,12/31
[心得] 2025佔據你的手機記憶體,1,zhoutzusam,https://www.ptt.cc/bbs/Stock/M.1767183050.A.A32.html,12/31
[心得] 可悲奈米戶的可悲年報,10,jkilonger123,https://www.ptt.cc/bbs/Stock/M.1767183389.A.D28.html,12/31
[心得] 2025年報  (低於大盤),5,koko147,https://www.ptt.cc/bbs/Stock/M.1767184388.A.F36.html,12/31
[心得] 國三兒子的存股年報,62,simplelife22,https://www.ptt.cc/bbs/Stock/M.1767185761.A.7FE.html,12/31
Re: [請益] 對白銀的看法,8,ilw4e,https://www.ptt.cc/bbs/Stock/M.1767186492.A.9B2.html,12/31
[心得] 進入社會第一年年報（31.4%高於大盤）,8,yoyo99931,https://www.ptt.cc/bbs/Stock/M.1767187225.A.CBD.html,12/31
[新聞] 台積電VEU到期日獲美國商務部一年期出口,5,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1767187291.A.0FD.html,12/31
[心得] 2025年報,6,bluejackwu,https://www.ptt.cc/bbs/Stock/M.1767187509.A.156.html,12/31
[請益] 指數大盤跟正二是不是開始有點不夠力了,16,Xration,https://www.ptt.cc/bbs/Stock/M.1767187579.A.4DF.html,12/31
Re: [心得] 2023兒子帳戶心得 2025更新,4,MOMO0478,https://www.ptt.cc/bbs/Stock/M.1767187815.A.8DC.html,12/31
[心得] 2025台股年報,6,joe840209,https://www.ptt.cc/bbs/Stock/M.1767188541.A.68C.html,12/31
[心得] 2025增貸質押亂搞輸大盤年報,8,ChikanDesu,https://www.ptt.cc/bbs/Stock/M.1767188562.A.C49.html,12/31
[心得] 2025年報LEE十年社畜轉全職,54,adidas81923,https://www.ptt.cc/bbs/Stock/M.1767166305.A.075.html,12/31
Re: [標的] 00679B 00687B 元大/國泰美債20年,69,LINPINPARK,https://www.ptt.cc/bbs/Stock/M.1767167446.A.4C8.html,12/31
[請益] 安聯似乎對主動式ETF興趣缺缺？,17,TaiwanNeko,https://www.ptt.cc/bbs/Stock/M.1767167919.A.687.html,12/31
[情報] 1231 上市外資買賣超排行,61,saber50116,https://www.ptt.cc/bbs/Stock/M.1767168494.A.F90.html,12/31
[請益] 請問這波防疫股是不是真的沒救了？,80,peter8543,https://www.ptt.cc/bbs/Stock/M.1767168697.A.937.html,12/31
[請益] IB帳號申請失敗,4,MarcLin,https://www.ptt.cc/bbs/Stock/M.1767169192.A.6F9.html,12/31
[新聞] 獨家／超嗨！長榮海運年終獎金約10個月,22,YU1225,https://www.ptt.cc/bbs/Stock/M.1767169244.A.FA9.html,12/31
[新聞] 國防產業成新護國神山　台灣無人機出口,3,brbear,https://www.ptt.cc/bbs/Stock/M.1767169446.A.A28.html,12/31
[請益] IB介面跟FT介面真的差很多嗎？英文不好,37,whitejameswu,https://www.ptt.cc/bbs/Stock/M.1767169516.A.14D.html,12/31
[心得] 大二女兒存股滿一年的奈米年報,76,kukukuma,https://www.ptt.cc/bbs/Stock/M.1767170339.A.52A.html,12/31
[新聞] 台股2025封關！台積電飆1550元、指數收28,14,nisi0773,https://www.ptt.cc/bbs/Stock/M.1767170681.A.500.html,12/31
"[心得] 2025投資年報,轉虧為盈分享(慘輸大盤)",42,on32,https://www.ptt.cc/bbs/Stock/M.1767170820.A.6E9.html,12/31
